titulo,bairro,descricao,m2,quartos,banheiros,garagem,valor,link
"Rua 21 DE ABRIL, PARQUE FLAMBOYANT, GOIANIA",,Venda Kitnet 360 m²,360.0,7.0,,,1000000.0,https://www.62imoveis.com.br/imovel/kitnet-4-quartos-venda-parque-flamboyant-goiania-go-rua-21-de-abril-1088517
"Rua DOS CARDEAIS, SETOR MORADA DOS PASSAROS, APARECIDA DE GOIANIA",SETOR MORADA DOS PASSAROS,Venda Casa 130 m²,130.0,3.0,,,500000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-morada-dos-passaros-aparecida-de-goiania-go-rua-dos-cardeais-1153886
"Rua 34 A, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 242 m²,242.0,4.0,,,2980000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-34-a-1146775
"Rua 1124, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 126 m²,126.0,3.0,,,1495000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1124-1006373
"AVENIDA SAO FRANCISCO, SANTA GENOVEVA, GOIANIA",,Venda Prédio 1919 m²,1919.0,,,,20000000.0,https://www.62imoveis.com.br/imovel/prdio-0-quartos-venda-santa-genoveva-goiania-go-avenida-sao-francisco-1006364
"Rua 59, JARDIM GOIAS, GOIANIA",,Venda Apartamento 104 m²,104.0,3.0,,,900000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-rua-59-1128459
"Rua T 47, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 144 m²,144.0,4.0,,,1050000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-rua-t-47-1084695
"AVENIDA T 02, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 122 m²,122.0,3.0,,,1468000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-avenida-t-02-1112866
"Rua 233, SETOR COIMBRA, GOIANIA",SETOR COIMBRA,Venda Casa 450 m²,450.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-coimbra-goiania-go-rua-233-1138555
"AVENIDA NERO MACEDO, S/N Quadra 50A, CIDADE JARDIM, GOIANIA",,Venda Apartamento 146 m²,146.0,3.0,,,330000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-cidade-jardim-goiania-go-avenida-nero-macedo-s-n-quadra-50a-1178089
"Rua 146, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 72 m²,72.0,2.0,,,719000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-marista-goiania-go-rua-146-1113671
"AVENIDA T 02, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 68 m²,68.0,2.0,,,736000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-avenida-t-02-1112865
"Avenida V 1, JARDINS MONACO, APARECIDA DE GOIANIA",,Venda Casa 536 m²,536.0,4.0,,,4700000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-jardins-monaco-aparecida-de-goiania-go-avenida-v-1-1136954
"Rua C 33, JARDIM AMERICA, GOIANIA",,Venda Apartamento 112 m²,112.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-33-1116210
"ALAMEDA AZALEIAS, RESIDENCIAL SUN FLOWER, ANAPOLIS",,Venda Casa 250 m²,250.0,3.0,,,2800000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-sun-flower-anapolis-go-alameda-azaleias-1154408
"Rua RC 20, RESIDENCIAL CEREJEIRAS II EATAPA, ANAPOLIS",,Venda Casa 138 m²,138.0,3.0,,,630000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-cerejeiras-ii-eatapa-anapolis-go-rua-rc-20-1031795
"AVENIDA MADRE MARIA DOS ANJOS, JUNDIAI, ANAPOLIS",,Venda Apartamento 75 m²,75.0,2.0,,,650000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-jundiai-anapolis-go-avenida-madre-maria-dos-anjos-1138713
"ALAMEDA HORTENSIAS, RESIDENCIAL ROSES GARDEN, ANAPOLIS",,Venda Casa 241 m²,241.0,4.0,,,650000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-residencial-roses-garden-anapolis-go-alameda-hortensias-1131361
"Rua GGC13, RESIDENCIAL GOIANIA GOLFE CLUBE, GOIANIA",,Venda Casa Condominio 283 m²,283.0,4.0,,,3150000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-goiania-golfe-clube-goiania-go-rua-ggc13-1150821
"Rua H 0107, MANSOES PARAISO, APARECIDA DE GOIANIA",,Venda Casa 150 m²,150.0,3.0,,,500000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-mansoes-paraiso-aparecida-de-goiania-go-rua-h-0107-1061794
"Travessa ITA, PARQUE OESTE INDUSTRIAL, GOIANIA",,Venda Apartamento 66 m²,66.0,3.0,,,404700.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-parque-oeste-industrial-goiania-go-travessa-ita-1178050
"Rua 22, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 126 m²,126.0,3.0,,,1200000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-22-1178134
"AVENIDA FLORESTA, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Casa Condominio 1380 m²,1380.0,6.0,,,27000000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-aldeia-do-vale-goiania-go-avenida-floresta-1023066
"Rua 402, SETOR NEGRAO DE LIMA, GOIANIA",SETOR NEGRAO DE LIMA,Venda Apartamento 64 m²,64.0,2.0,,,350000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-negrao-de-lima-goiania-go-rua-402-1179093
"Rua T 29, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 155 m²,155.0,3.0,,,1250000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-29-1178004
"ALAMEDA DAS GARDENIAS, JARDINS VIENA, APARECIDA DE GOIANIA",,Venda Casa 117 m²,117.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardins-viena-aparecida-de-goiania-go-alameda-das-gardenias-1144463
"Rua 145, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 120 m²,120.0,4.0,,,479000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-145-1178162
"AVENIDA PRIMEIRA AVENIDA, SETOR LESTE UNIVERSITARIO, GOIANIA",SETOR LESTE UNIVERSITARIO,Venda Casa 229 m²,229.0,2.0,,,1100000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-setor-leste-universitario-goiania-go-avenida-primeira-avenida-1122358
"Rua 15, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 72 m²,72.0,2.0,,,420000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-15-1178199
"Rua WASTON CARRIJO, SETOR SERRA DOURADA, APARECIDA DE GOIANIA",SETOR SERRA DOURADA,Venda Casa 127 m²,127.0,3.0,,,490000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-serra-dourada-aparecida-de-goiania-go-rua-waston-carrijo-886383
"AVENIDA UNIVERSITARIA, CIDADE UNIVERSITARIA, ANAPOLIS",,Venda Kitnet 27 m²,27.0,1.0,,,200000.0,https://www.62imoveis.com.br/imovel/kitnet-1-quarto-venda-cidade-universitaria-anapolis-go-avenida-universitaria-1043023
"ALAMEDA DAS GARDENIAS, JARDINS VIENA, APARECIDA DE GOIANIA",,Venda Casa 117 m²,117.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardins-viena-aparecida-de-goiania-go-alameda-das-gardenias-965617
"Rua R 16, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 95 m²,95.0,3.0,,,420000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-r-16-1111025
"Rua DESEMBARGADOR ELADIO AMORIM, VILA ROSA, GOIANIA",,Venda Apartamento 75 m²,75.0,3.0,,,389900.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-vila-rosa-goiania-go-rua-desembargador-eladio-amorim-1179772
"Rua 20, SETOR SANTOS DUMONT, GOIANIA",SETOR SANTOS DUMONT,Venda Casa 60 m²,60.0,2.0,,,270000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-setor-santos-dumont-goiania-go-rua-20-1105884
"Residencial Damha I Quadra L1, RESIDENCIAL E COMERCIAL DAMHA, CIDADE OCIDENTAL",,Venda Casa Condominio 317 m²,317.0,3.0,,,1100000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-e-comercial-damha-cidade-ocidental-go-residencial-damha-i-quadra-l1-1155089
"Rua VV 2, RESIDENCIAL VALE VERDE, SENADOR CANEDO",,Venda Casa Condominio 396 m²,396.0,3.0,,,2000000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-vale-verde-senador-canedo-go-rua-vv-2-1178677
"VIA ALPHA 16, RESIDENCIAL ALPHAVILLE, GOIANIA",,Venda Casa Condominio 447 m²,447.0,5.0,,,7200000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-alphaville-goiania-go-via-alpha-16-1078886
"Rua 15, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 60 m²,60.0,2.0,,,567000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-15-1178715
"Rua 250, SETOR COIMBRA, GOIANIA",SETOR COIMBRA,Venda Apartamento 62 m²,62.0,2.0,,,480000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-coimbra-goiania-go-rua-250-1182342
"PRACA NIRSON CARNEIRO LOBO, CENTRO, LUZIANIA",,"Venda Rural 122,00 ha",,,,,2350000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-centro-luziania-go-praca-nirson-carneiro-lobo-1141407
"AVENIDA VITAL BRASIL, PARQUE ANHANGUERA, GOIANIA",,Venda Casa 200 m²,200.0,3.0,,,1480000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-anhanguera-goiania-go-avenida-vital-brasil-1178688
"ALAMEDA BOULEVARD AMENDOEIRAS, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 135 m²,135.0,3.0,,,728000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-alameda-boulevard-amendoeiras-1051512
"Rua 261 B, SETOR LESTE UNIVERSITARIO, GOIANIA",SETOR LESTE UNIVERSITARIO,Venda Apartamento 94 m²,94.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-leste-universitario-goiania-go-rua-261-b-1178047
"Rua 1139, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 194 m²,194.0,3.0,,,2183673.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1139-1178223
"Rua MANAUS, ALTO DA GLORIA, GOIANIA",,Venda Apartamento 92 m²,92.0,3.0,,,690000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-alto-da-gloria-goiania-go-rua-manaus-1137031
"Rua T 71, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 138 m²,138.0,3.0,,,1575000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-71-1178090
"Rua 1128, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 167 m²,167.0,3.0,,,1950000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1128-1177960
"FAINA, FAINA, FAINA",,"Venda Rural 96,80 ha",,5.0,,,2600000.0,https://www.62imoveis.com.br/imovel/rural-4-quartos-venda-faina-faina-go-faina-1106885
"CAVALCANTE, CAVALCANTE, CAVALCANTE",,Venda Casa 250 m²,250.0,3.0,,,800000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cavalcante-cavalcante-go-cavalcante-819205
"Rua PLH 03, PARK LOZANDES, GOIANIA",,Venda Sala 772 m²,772.0,,,,10315000.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-park-lozandes-goiania-go-rua-plh-03-1114649
"Rua MANAUS, PARQUE AMAZONIA, GOIANIA",,Venda Casa 206 m²,206.0,3.0,,,1850000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-amazonia-goiania-go-rua-manaus-1178626
"SQ, CIDADE OCIDENTAL, CIDADE OCIDENTAL",,Venda Casa Condominio 565 m²,565.0,4.0,,,1800000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-cidade-ocidental-cidade-ocidental-go-sq-962425
"VARJAO, VARJAO, VARJAO",,"Venda Rural 175,20 ha",,,,,14500000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-varjao-varjao-go-varjao-1140139
"Rua JOSE SALUSTIANO, VILA ROSA, GOIANIA",,Venda Apartamento 125 m²,125.0,3.0,,,860000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-vila-rosa-goiania-go-rua-jose-salustiano-1178455
"Rua PUCCINI, JARDIM EUROPA, GOIANIA",,Venda Apartamento 97 m²,97.0,3.0,,,770000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-europa-goiania-go-rua-puccini-1177921
"Avenida Nápoli, RESIDENCIAL ELDORADO EXPANSAO, GOIANIA",,Venda Apartamento 109 m²,109.0,3.0,,,890000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-residencial-eldorado-expansao-goiania-go-avenida-napoli-1178468
"SQ, CIDADE OCIDENTAL, CIDADE OCIDENTAL",,Venda Casa Condominio 131 m²,131.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-cidade-ocidental-cidade-ocidental-go-sq-1154545
"Rua 1128, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 72 m²,72.0,2.0,,,845000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-marista-goiania-go-rua-1128-1178032
"Rua T 53, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 73 m²,73.0,2.0,,,877385.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-53-1177982
"ALAMEDA FLEURY CURADO, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Apartamento 50 m²,50.0,2.0,,,400000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-faicalville-goiania-go-alameda-fleury-curado-1178687
"Quadra Quadra 31, VALPARAISO I ETAPA B, VALPARAISO DE GOIAS",,Venda Casa 400 m²,400.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-valparaiso-i-etapa-b-valparaiso-de-goias-go-quadra-quadra-31-609944
"AVENIDA ABAETE, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa Condominio 365 m²,365.0,3.0,,,1300000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-setor-faicalville-goiania-go-avenida-abaete-988859
"PIRENOPOLIS, PIRENOPOLIS, PIRENOPOLIS",,"Venda Rural 7,70 ha",,9.0,,,8000000.0,https://www.62imoveis.com.br/imovel/rural-4-quartos-venda-pirenopolis-pirenopolis-go-pirenopolis-1084942
"Rua T 36 ATE 3879 LADO IMPAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 116 m²,116.0,3.0,,,620000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-36-ate-3879-lado-impar-1178682
"Rua D, CIDADE JARDIM, ANAPOLIS",,Venda Apartamento 100 m²,100.0,3.0,,,452000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-cidade-jardim-anapolis-go-rua-d-1178706
"Rua França, RESIDENCIAL BUENA VISTA I, GOIANIA",,Venda Galpão 230 m²,230.0,,,,450000.0,https://www.62imoveis.com.br/imovel/galpo-0-quartos-venda-residencial-buena-vista-i-goiania-go-rua-franca-1078924
"Rua T 64, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 44 m²,44.0,1.0,,,561224.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-bueno-goiania-go-rua-t-64-1178563
"SQ, CIDADE OCIDENTAL, CIDADE OCIDENTAL",,Venda Casa Condominio 203 m²,203.0,3.0,,,650000000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-cidade-ocidental-cidade-ocidental-go-sq-1155291
"Rua CEDRO, SANTA GENOVEVA, GOIANIA",,Venda Casa 172 m²,172.0,3.0,,,1040000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-santa-genoveva-goiania-go-rua-cedro-1083481
"Rua C 125, JARDIM AMERICA, GOIANIA",,Venda Casa 148 m²,148.0,3.0,,,930000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-america-goiania-go-rua-c-125-1078949
"Rua X 0032, SETOR SANTA LUZIA, APARECIDA DE GOIANIA",SETOR SANTA LUZIA,Venda Casa 114 m²,114.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-santa-luzia-aparecida-de-goiania-go-rua-x-0032-1178527
"Rua SANTA LUZIA (Quadra 2), CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,Venda Casa 86 m²,86.0,2.0,,,180000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-chacaras-ypiranga-valparaiso-de-goias-go-rua-santa-luzia-quadra-2-1178575
"PRACA T 23, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 261 m²,261.0,4.0,,,3190000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-praca-t-23-1075564
"Rua C 259, SETOR NOVA SUICA, GOIANIA",SETOR NOVA SUICA,Venda Apartamento 125 m²,125.0,3.0,,,700000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-nova-suica-goiania-go-rua-c-259-1181691
"ALAMEDA DAS SIBIPIRUNAS, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Lote/Terreno/Área 3014 m²,3014.0,,,,3400000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-residencial-aldeia-do-vale-goiania-go-alameda-das-sibipirunas-1104575
"Rua T 37 ATE 4085 LADO IMPAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 75 m²,75.0,3.0,,,650000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-37-ate-4085-lado-impar-1143925
"Rua T 29, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 129 m²,129.0,3.0,,,1229592.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-29-1178001
"Rua 01, AEROVIARIO, GOIANIA",,Venda Casa 562 m²,562.0,3.0,,,580000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-aeroviario-goiania-go-rua-01-1178555
"Rua C 145, JARDIM AMERICA, GOIANIA",,Venda Apartamento 168 m²,168.0,4.0,,,570000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-jardim-america-goiania-go-rua-c-145-1178441
"Residencial Damha I Quadra D1, RESIDENCIAL E COMERCIAL DAMHA, CIDADE OCIDENTAL",,Venda Casa Condominio 254 m²,254.0,4.0,,,1490000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-e-comercial-damha-cidade-ocidental-go-residencial-damha-i-quadra-d1-1182028
"Rua BOULEVARD AMENDOEIRAS, JARDIM ATLANTICO, GOIANIA",,Venda Casa Condominio 191 m²,191.0,4.0,,,1340000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardim-atlantico-goiania-go-rua-boulevard-amendoeiras-1180904
"Rua J 14, RESIDENCIAL PARQVILLE JACARANDA, APARECIDA DE GOIANIA",,Venda Casa Condominio 312 m²,312.0,3.0,,,1350000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-parqville-jacaranda-aparecida-de-goiania-go-rua-j-14-971587
"Residencial Damha I Quadra A1, RESIDENCIAL E COMERCIAL DAMHA, CIDADE OCIDENTAL",,Venda Casa Condominio 139 m²,139.0,3.0,,,739900.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-e-comercial-damha-cidade-ocidental-go-residencial-damha-i-quadra-a1-1155056
"Area Rural, ZONA RURAL, LUZIANIA",,"Venda Rural 42,00 ha",,,,,1580000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-zona-rural-luziania-go-area-rural-828779
"Rua Pommard, JARDINS FRANCA, GOIANIA",,Venda Casa Condominio 288 m²,288.0,4.0,,,3500000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardins-franca-goiania-go-rua-pommard-1178737
"Rua T 55, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 28 m²,28.0,1.0,,,420000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-marista-goiania-go-rua-t-55-1133620
"Rua Dalia, JARDINS NAPOLES, SENADOR CANEDO",,Venda Casa Condominio 263 m²,263.0,4.0,,,1980000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardins-napoles-senador-canedo-go-rua-dalia-1178627
"Rua 1141, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 224 m²,224.0,4.0,,,2790000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-1141-1178084
"Rua 24, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 160 m²,160.0,3.0,,,1750000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-24-1088709
"Rua 29, RESIDENCIAL VALE DO SOL, ANAPOLIS",,Venda Casa 1 m²,1.0,3.0,,,570000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-vale-do-sol-anapolis-go-rua-29-1051124
"Rua X 0025, SITIOS SANTA LUZIA, APARECIDA DE GOIANIA",,Venda Lote/Terreno/Área 360 m²,360.0,,,,340000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-sitios-santa-luzia-aparecida-de-goiania-go-rua-x-0025-1182739
"Rua D, CIDADE JARDIM, ANAPOLIS",,Venda Apartamento 100 m²,100.0,3.0,,,452000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-cidade-jardim-anapolis-go-rua-d-1178133
"Rua TAGUARI, SAO FRANCISCO, GOIANIA",,Venda Casa 220 m²,220.0,4.0,,,1300000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-sao-francisco-goiania-go-rua-taguari-1178705
"Rua Jasmin, JARDINS CAPRI, SENADOR CANEDO",,Venda Casa Condominio 215 m²,215.0,3.0,,,1690000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardins-capri-senador-canedo-go-rua-jasmin-1178686
"Rua T 53, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 58 m²,58.0,2.0,,,653198.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-53-1178585
"CORREGO RICO, CORREGO RICO, CORREGO RICO",,"Venda Rural 13,50 ha",,,,,450000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-corrego-rico-corrego-rico-go-corrego-rico-1170980
"AVENIDA PL 02, PARK LOZANDES, GOIANIA",,Venda Apartamento 121 m²,121.0,3.0,,,1090000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-park-lozandes-goiania-go-avenida-pl-02-1178654
"Rua SB 32, LOTEAMENTO PORTAL DO SOL II, GOIANIA",,Venda Casa Condominio 275 m²,275.0,3.0,,,2600000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-loteamento-portal-do-sol-ii-goiania-go-rua-sb-32-1078913
"Quadra 63, RESIDENCIAL VILLA SUICA, CIDADE OCIDENTAL",,Venda Casa Condominio 265 m²,265.0,5.0,,,700000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-villa-suica-cidade-ocidental-go-quadra-63-1127481
"Rua ORVALHO, SETOR MORADA DO SOL, GOIANIA",SETOR MORADA DO SOL,Venda Casa Condominio 104 m²,104.0,3.0,,,560000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-setor-morada-do-sol-goiania-go-rua-orvalho-1178475
"Rua ECOPOCU, JARDIM HELVECIA, APARECIDA DE GOIANIA",,Venda Casa 160 m²,160.0,3.0,,,530000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-helvecia-aparecida-de-goiania-go-rua-ecopocu-1182345
"AVENIDA ANAVILLE, RESIDENCIAL ANAVILLE, ANAPOLIS",,Venda Casa Condominio 272 m²,272.0,4.0,,,2300000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-anaville-anapolis-go-avenida-anaville-853342
"Rua 145, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Hotel Flat 32 m²,32.0,1.0,,,400000.0,https://www.62imoveis.com.br/imovel/hotel-flat-1-quarto-venda-setor-marista-goiania-go-rua-145-1078963
"Rua 12, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 185 m²,185.0,4.0,,,2225000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-12-1177989
"Rua AMELIA ARTIAGA JARDIM, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 39 m²,39.0,1.0,,,497245.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-marista-goiania-go-rua-amelia-artiaga-jardim-1178485
"AVENIDA H, JARDIM GOIAS, GOIANIA",,Venda Apartamento 47 m²,47.0,1.0,,,574268.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-jardim-goias-goiania-go-avenida-h-1178270
"Rua VV 04, VILLAGE VENEZA, GOIANIA",,Venda Casa 206 m²,206.0,4.0,,,1299900.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-village-veneza-goiania-go-rua-vv-04-1150751
"Quadra 88, RESIDENCIAL VILLA SUICA, CIDADE OCIDENTAL",,Venda Casa 246 m²,246.0,3.0,,,695000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-villa-suica-cidade-ocidental-go-quadra-88-1132233
"AVENIDA T 63, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Sala 35 m²,35.0,,,,420000.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-setor-bueno-goiania-go-avenida-t-63-1143821
